Superpixel,Mean B,Mean G,Mean R
0,120.05498059508409,130.36804657179817,151.58214747736093
1,151.40308988764045,169.39115168539325,197.06390449438203
2,99.30281690140845,122.13867822318527,128.10509209100758
3,174.92066666666668,181.686,191.55933333333334
4,182.31574803149607,188.3,199.21417322834645
5,150.59422958870474,181.90945365254757,203.66543891958256
6,141.05788514129443,169.74840474020056,188.92798541476753
7,91.07782672540382,102.18649045521292,109.23641703377386
8,151.66740088105726,171.12481644640235,187.3582966226138
9,132.16724738675958,149.74738675958187,164.3684668989547
10,124.45485175202157,141.06266846361186,153.48247978436657
11,105.54516740366392,119.21983575489577,125.89134554643083
12,63.5902192242833,66.28499156829679,67.86340640809443
13,53.243346007604565,67.69201520912547,75.4448669201521
14,118.7543716958113,142.4009760065067,150.50467669784464
15,80.90126478988168,86.3671970624235,88.68380252957976
16,109.98007471980075,119.9016189290162,123.78580323785803
17,115.57936291859515,132.21481078137762,141.89817587802887
18,64.93415007656968,86.27871362940276,92.75038284839204
19,111.80608793686584,119.0129650507328,123.19222096956031
20,69.75502742230347,71.47714808043875,72.75685557586837
21,90.06882591093117,94.64237516869096,99.70985155195682
22,147.53259668508286,165.01657458563537,176.6364640883978
23,70.01272534464475,72.7932131495228,74.53234358430541
24,150.93641114982577,169.6315331010453,180.95731707317074
25,107.90431415929204,122.09734513274336,128.34845132743362
26,81.58869565217391,84.35391304347826,85.93304347826087
27,100.643760539629,105.85539629005059,108.32630691399663
28,132.39916217833633,142.14721723518852,147.23159784560144
29,71.91469194312796,87.87203791469194,95.20695102685625
30,121.76597853014037,141.75045417010736,150.97720891824937
31,60.61242884250474,66.33111954459203,71.37001897533207
32,125.92434988179669,149.4454576156704,162.41202296521445
33,82.93607305936074,94.77853881278538,92.73173515981735
34,118.31025824964132,133.6406025824964,132.43758967001435
35,70.53307818480043,76.22963367960634,77.28102788408967
36,105.83446272991287,118.56631171345596,126.7676669893514
37,76.43624161073825,94.68839884947268,95.84755512943433
38,80.42262540021345,88.5923159018143,94.06083244397011
39,89.5418410041841,107.44037656903765,104.23953974895397
40,89.35687022900764,115.07633587786259,140.56806615776082
41,59.75306748466258,63.86963190184049,64.0536809815951
42,72.40942928039702,86.6786600496278,83.96898263027295
43,67.5198275862069,76.78275862068965,83.00344827586207
44,58.41622574955908,64.88536155202821,64.83774250440918
45,55.74561403508772,76.22631578947369,91.59122807017543
46,107.46666666666667,132.56866666666667,156.96066666666667
47,61.69131455399061,67.94718309859155,67.37676056338029
48,92.11966527196653,111.62677824267783,125.25439330543934
49,55.9369527145359,67.67016929363689,77.10430044755789
50,98.96156583629893,105.94733096085409,109.89181494661922
51,97.89906943450251,123.09305654974946,143.27845382963494
52,60.2178517397882,58.75642965204236,59.45688350983359
53,128.51190126359094,170.75286511901263,203.74375550984425
54,61.482376636455186,73.2588116817724,81.58912386706949
55,112.54919499105546,150.6788908765653,178.4364937388193
56,85.7929061784897,86.28947368421052,88.06178489702518
57,127.9765625,131.87890625,138.01432291666666
58,92.03965344885039,90.03232255914695,91.32855714761746
59,91.26536412078153,98.48063943161634,106.85293072824156
60,71.32932469935245,75.368177613321,77.44033302497688
61,64.31942446043165,65.14100719424461,66.57697841726619
62,89.6755617977528,127.95224719101124,141.18539325842696
63,84.15629522431259,100.43125904486251,110.39652677279305
64,179.1387323943662,188.5556338028169,199.706338028169
65,94.50445632798574,98.27985739750446,100.95959595959596
66,149.37720553171198,158.1573676680973,165.25417262756318
67,69.39644670050761,85.49289340101522,87.17817258883248
68,131.2590005373455,134.87318645889306,140.08167651800107
69,57.25864553314121,68.8249279538905,78.77089337175792
70,133.9854517611026,178.41807044410413,192.6531393568147
71,103.57068516912402,145.73156981786644,159.8755420641804
72,81.90163934426229,84.12602459016394,86.1936475409836
73,67.92995489519767,85.6250994958875,86.93950650039798
74,115.24639525021205,115.59923664122137,117.25869380831213
75,134.45536114849708,137.98115746971737,141.28712427097352
76,102.69664525339043,106.23197715917202,108.81870092790864
77,127.14997973246858,142.77138224564249,155.2176732873936
78,62.59510869565217,63.34239130434783,64.48007246376811
79,113.5100612423447,128.81977252843396,133.0201224846894
80,82.73968253968253,77.94391534391535,77.37777777777778
81,151.68353576248313,168.6231443994602,181.25033738191632
82,154.43179538615848,177.18706118355064,193.03911735205617
83,158.2204433497537,173.685960591133,184.96059113300493
84,115.9172870140612,115.81637717121588,116.38296112489661
85,77.58537946428571,78.34486607142857,80.82366071428571
86,145.1013608634444,146.6898169873299,149.476771468794
87,126.76114872752743,135.26476768620125,141.19729161802474
88,162.710027100271,166.11653116531164,172.87895212285457
89,171.9541734860884,197.25477359519914,214.98363338788872
90,84.0814757878555,85.50883935434281,88.30668716372021
91,156.91209517514872,165.5941837409121,173.8155981493721
92,130.3837803320562,144.75670498084293,152.81800766283524
93,69.53473012981098,71.18446823047142,71.53495786836712
94,99.64172535211267,103.45598591549296,106.02024647887323
95,86.68850380388842,92.23203719357565,97.41039729501269
96,150.53769992383855,164.94059405940595,174.40746382330542
97,113.5837275307474,129.05061494796595,132.8131504257332
98,56.51133144475921,60.0042492917847,62.91218130311615
99,72.21919584954604,79.85019455252919,88.33916990920882
100,65.24127906976744,73.89098837209302,74.49418604651163
101,119.19845857418112,137.89306358381504,139.71001926782273
