Superpixel,Mean B,Mean G,Mean R
0,79.13972201901976,93.62399414776884,104.98829553767374
1,108.58172397550636,125.41827602449364,138.13283089967027
2,67.41786108048511,69.86659316427784,72.28996692392502
3,80.65476728422955,106.8463624039765,129.4794396746498
4,97.86107711138311,111.13035495716035,119.56425948592411
5,152.31936067551266,168.6357056694813,183.2388419782871
6,123.62203166226912,134.53100263852244,143.91292875989447
7,69.24681598594643,70.52129995608256,72.77777777777777
8,122.46940590537176,150.02596940590539,166.34258271077908
9,118.64422110552763,144.0321608040201,165.16951423785594
10,102.01020408163265,118.58418367346938,132.60561224489797
11,66.91057975761547,81.16475597772683,85.40714051752374
12,100.09915314043755,119.85038814396613,133.82745236414962
13,139.97161572052403,154.67248908296943,167.2538209606987
14,147.08411949685535,158.35770440251574,166.81996855345912
15,144.22608322608323,163.89103389103389,180.66580866580867
16,75.01247401247402,76.4012474012474,78.32328482328482
17,96.80778831752372,102.664003994009,106.23414877683474
18,150.00475675675676,167.77664864864866,180.61124324324325
19,122.54109138724523,152.0387902695595,169.93293885601577
20,61.72465581977472,65.98831873174802,69.16145181476845
21,76.1850699844479,98.15707620528771,99.34214618973562
22,71.79081632653062,78.43537414965986,84.68197278911565
23,64.520964360587,64.44182389937107,64.80345911949685
24,104.09934497816595,112.29257641921397,116.19978165938865
25,113.23965517241379,129.93706896551726,141.27844827586208
26,71.78142695356739,78.5118912797282,83.48357870894677
27,77.58183538315988,85.1050141911069,86.39829706717124
28,50.5747392815759,65.3731170336037,65.70336037079953
29,140.43041029766692,183.130329847144,213.45374094931617
30,125.7683741648107,159.42427616926503,182.01224944320714
31,66.647533632287,68.98654708520179,69.20448430493273
32,122.88687035507844,130.51445086705203,134.32369942196533
33,73.54255319148936,118.3451536643026,144.09101654846336
34,71.475,80.21944444444445,79.28125
35,52.82669138090825,63.38924930491196,63.063021316033364
36,78.1765637371338,77.91290577988916,77.72446555819478
37,88.11008522727273,91.08664772727273,94.19744318181819
38,117.82859399684044,124.01026856240127,129.99684044233808
39,109.65761772853186,140.30470914127423,151.13185595567867
40,105.9262555626192,144.8639542275906,157.83598219961857
41,77.57180851063829,83.10106382978724,86.64893617021276
42,77.34746268656717,83.12059701492538,86.41970149253731
43,58.56355455568054,64.55230596175478,66.94150731158605
44,68.82453585729887,76.41281397888606,97.08081543502003
45,116.04967320261439,123.80522875816993,128.45751633986927
46,161.28351836037575,169.19043552519216,175.56447480785653
47,131.45521601685985,139.04531085353003,144.91359325605902
48,53.53436018957346,60.595971563981045,68.07227488151659
49,136.1279403327596,143.45725760183592,150.74526678141137
50,61.31804878048781,70.17560975609756,74.1170731707317
51,85.384,93.392,113.12177777777778
52,82.3841059602649,88.3841059602649,105.79943235572375
53,166.51962741184298,173.14238190286093,178.21756487025948
54,87.44133476856835,97.54036598493003,102.07104413347686
55,145.16428922774224,160.9139203148057,171.11313330054108
56,163.7600120445649,171.90695573622403,197.46913580246914
57,123.20182394924663,133.0650277557494,153.5364789849326
58,82.95902317880795,86.18729304635761,88.70923013245033
59,159.27719298245614,169.48315789473685,177.2761403508772
60,59.23952095808383,68.04590818363273,82.57285429141717
61,54.54694323144105,63.19432314410481,66.41157205240175
62,78.31,81.33,80.62571428571428
63,127.24740321057601,144.68460812086875,155.72710103871577
64,78.87461323117725,81.28731398261382,83.29836452040666
65,137.5612019443217,147.74679628811313,168.94918250110473
66,82.18884120171674,108.08583690987125,120.38841201716738
67,63.956228956228955,67.24579124579125,73.53759820426487
68,63.08137931034483,94.24827586206897,103.80275862068966
69,60.864190012180266,64.07673568818514,65.2442143727162
70,69.60324825986079,67.57888631090488,69.01508120649652
71,73.21754700089525,75.25201432408237,74.17949865711728
72,67.24980483996877,72.00858704137393,73.30210772833723
73,137.68203716448727,169.22092222986925,182.50653819683413
74,101.27359050445104,108.2272997032641,109.71275964391691
